EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND
UFC on FOX: Shevchenko vs. Pena,Henrique da Silva vs. Jordan Johnson,Round 1,Henrique da Silva,0.0,17 of 33,51%,18 of 35,0 of 0,,0.0,0.0,0:20,7 of 21,6 of 7,4 of 5,14 of 27,3 of 6,0 of 0
UFC on FOX: Shevchenko vs. Pena,Henrique da Silva vs. Jordan Johnson,Round 2,Henrique da Silva,0.0,4 of 6,66%,5 of 7,0 of 0,,0.0,0.0,0:00,2 of 4,2 of 2,0 of 0,3 of 4,1 of 2,0 of 0
UFC on FOX: Shevchenko vs. Pena,Henrique da Silva vs. Jordan Johnson,Round 3,Henrique da Silva,0.0,1 of 4,25%,7 of 11,0 of 0,,0.0,0.0,0:00,0 of 2,0 of 0,1 of 2,0 of 2,0 of 0,1 of 2
UFC on FOX: Shevchenko vs. Pena,Eric Spicely vs. Alessio Di Chirico,Round 1,Alessio Di Chirico,0.0,1 of 2,50%,1 of 2,0 of 0,,0.0,0.0,0:46,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0
UFC on FOX: Shevchenko vs. Pena,Marcos Rogerio de Lima vs. Jeremy Kimball,Round 1,Marcos Rogerio de Lima,0.0,12 of 25,48%,12 of 25,0 of 0,,0.0,0.0,0:04,6 of 17,2 of 3,4 of 5,7 of 18,0 of 0,5 of 7
UFC on FOX: Shevchenko vs. Pena,Marcos Rogerio de Lima vs. Jeremy Kimball,Round 1,Jeremy Kimball,0.0,5 of 17,29%,5 of 17,0 of 0,,0.0,0.0,0:18,3 of 14,1 of 1,1 of 2,5 of 17,0 of 0,0 of 0
UFC on FOX: Shevchenko vs. Pena,Alexandre Pantoja vs. Eric Shelton,Round 1,Alexandre Pantoja,0.0,8 of 22,36%,16 of 30,0 of 0,,0.0,0.0,2:07,3 of 14,2 of 3,3 of 5,8 of 22,0 of 0,0 of 0
UFC on FOX: Shevchenko vs. Pena,Jason Gonzalez vs. JC Cottrell,Round 1,Jason Gonzalez,0.0,4 of 18,22%,4 of 18,0 of 0,,1.0,0.0,0:07,3 of 15,1 of 3,0 of 0,4 of 17,0 of 1,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Yair Rodriguez vs. BJ Penn,Round 1,Yair Rodriguez,0.0,37 of 73,50%,38 of 75,0 of 0,,0.0,0.0,0:00,15 of 45,15 of 19,7 of 9,32 of 66,5 of 7,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Yair Rodriguez vs. BJ Penn,Round 2,Yair Rodriguez,1.0,18 of 38,47%,18 of 38,0 of 0,,0.0,0.0,0:19,18 of 38,0 of 0,0 of 0,2 of 2,0 of 0,16 of 36
UFC Fight Night: Rodriguez vs. Penn,Yair Rodriguez vs. BJ Penn,Round 1,BJ Penn,0.0,4 of 22,18%,7 of 27,0 of 0,,0.0,0.0,0:22,4 of 22,0 of 0,0 of 0,3 of 21,1 of 1,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Yair Rodriguez vs. BJ Penn,Round 2,BJ Penn,0.0,0 of 0,,0 of 0,0 of 0,,0.0,0.0,0:00,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Joe Lauzon vs. Marcin Held,Round 1,Joe Lauzon,0.0,15 of 33,45%,20 of 38,0 of 0,,0.0,0.0,0:32,13 of 31,2 of 2,0 of 0,4 of 19,11 of 13,0 of 1
UFC Fight Night: Rodriguez vs. Penn,Court McGee vs. Ben Saunders,Round 1,Court McGee,0.0,19 of 60,31%,21 of 63,0 of 0,,0.0,0.0,0:01,5 of 36,2 of 9,12 of 15,16 of 53,3 of 7,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Court McGee vs. Ben Saunders,Round 1,Ben Saunders,0.0,22 of 52,42%,22 of 52,0 of 0,,0.0,0.0,0:00,8 of 32,13 of 18,1 of 2,18 of 43,4 of 9,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Court McGee vs. Ben Saunders,Round 2,Ben Saunders,0.0,17 of 57,29%,24 of 71,0 of 0,,0.0,0.0,0:00,11 of 44,5 of 11,1 of 2,15 of 52,2 of 5,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Court McGee vs. Ben Saunders,Round 3,Ben Saunders,0.0,10 of 30,33%,21 of 42,0 of 0,,0.0,0.0,0:00,3 of 21,7 of 9,0 of 0,10 of 29,0 of 1,0 of 0
UFC Fight Night: Rodriguez vs. Penn,John Moraga vs. Sergio Pettis,Round 1,John Moraga,0.0,16 of 47,34%,20 of 51,0 of 0,,0.0,0.0,0:22,13 of 40,1 of 4,2 of 3,15 of 45,1 of 2,0 of 0
UFC Fight Night: Rodriguez vs. Penn,John Moraga vs. Sergio Pettis,Round 2,Sergio Pettis,0.0,15 of 51,29%,15 of 51,0 of 0,,0.0,0.0,0:00,14 of 49,1 of 2,0 of 0,15 of 49,0 of 2,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Devin Powell vs. Drakkar Klose,Round 1,Devin Powell,0.0,5 of 17,29%,20 of 32,0 of 0,,0.0,0.0,0:02,0 of 9,4 of 6,1 of 2,2 of 11,3 of 6,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Devin Powell vs. Drakkar Klose,Round 2,Devin Powell,0.0,10 of 35,28%,17 of 42,0 of 0,,0.0,0.0,0:05,3 of 24,2 of 4,5 of 7,7 of 29,3 of 6,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Devin Powell vs. Drakkar Klose,Round 3,Devin Powell,0.0,7 of 28,25%,7 of 28,0 of 0,,0.0,0.0,0:00,4 of 24,1 of 2,2 of 2,6 of 26,1 of 2,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Devin Powell vs. Drakkar Klose,Round 3,Drakkar Klose,0.0,25 of 40,62%,46 of 63,0 of 0,,0.0,0.0,2:06,12 of 24,8 of 9,5 of 7,18 of 33,7 of 7,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Frankie Saenz vs. Augusto Mendes,Round 1,Frankie Saenz,0.0,15 of 40,37%,15 of 40,0 of 0,,0.0,0.0,0:00,4 of 23,5 of 11,6 of 6,13 of 36,2 of 4,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Aleksei Oleinik vs. Viktor Pesta,Round 1,Aleksei Oleinik,0.0,7 of 15,46%,11 of 19,0 of 0,,1.0,0.0,0:34,4 of 12,0 of 0,3 of 3,7 of 15,0 of 0,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Anthony Rocco Martin vs. Alex White,Round 1,Alex White,0.0,3 of 9,33%,6 of 13,0 of 0,,0.0,0.0,0:00,2 of 6,1 of 2,0 of 1,1 of 6,2 of 3,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Anthony Rocco Martin vs. Alex White,Round 2,Alex White,0.0,5 of 12,41%,8 of 17,0 of 0,,0.0,1.0,0:40,2 of 8,2 of 3,1 of 1,4 of 9,1 of 3,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Anthony Rocco Martin vs. Alex White,Round 3,Alex White,0.0,3 of 9,33%,14 of 21,0 of 0,,0.0,0.0,0:00,1 of 6,1 of 2,1 of 1,1 of 5,2 of 4,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Jocelyn Jones-Lybarger vs. Nina Nunes,Round 1,Jocelyn Jones-Lybarger,0.0,10 of 43,23%,21 of 54,0 of 0,,0.0,0.0,0:00,5 of 35,1 of 2,4 of 6,9 of 38,1 of 5,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Jocelyn Jones-Lybarger vs. Nina Nunes,Round 2,Jocelyn Jones-Lybarger,0.0,2 of 4,50%,3 of 6,0 of 0,,0.0,0.0,0:00,2 of 3,0 of 1,0 of 0,2 of 4,0 of 0,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Jocelyn Jones-Lybarger vs. Nina Nunes,Round 2,Nina Nunes,0.0,11 of 18,61%,30 of 41,0 of 0,,1.0,0.0,4:42,10 of 15,0 of 1,1 of 2,2 of 7,0 of 0,9 of 11
UFC Fight Night: Rodriguez vs. Penn,Jocelyn Jones-Lybarger vs. Nina Nunes,Round 3,Nina Nunes,0.0,14 of 33,42%,21 of 41,0 of 0,,1.0,0.0,1:34,10 of 27,2 of 2,2 of 4,8 of 27,2 of 2,4 of 4
UFC Fight Night: Rodriguez vs. Penn,Walt Harris vs. Chase Sherman,Round 1,Walt Harris,0.0,14 of 43,32%,15 of 44,0 of 0,,0.0,0.0,0:00,11 of 36,2 of 6,1 of 1,14 of 40,0 of 3,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Walt Harris vs. Chase Sherman,Round 1,Chase Sherman,0.0,13 of 36,36%,13 of 36,0 of 0,,0.0,0.0,0:00,3 of 23,7 of 9,3 of 4,13 of 36,0 of 0,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Walt Harris vs. Chase Sherman,Round 2,Chase Sherman,0.0,7 of 27,25%,7 of 27,0 of 0,,0.0,0.0,0:00,3 of 19,2 of 6,2 of 2,7 of 27,0 of 0,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Bojan Mihajlovic vs. Joachim Christensen,Round 1,Bojan Mihajlovic,0.0,6 of 14,42%,14 of 23,0 of 0,,0.0,0.0,0:06,3 of 10,1 of 2,2 of 2,6 of 14,0 of 0,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Bojan Mihajlovic vs. Joachim Christensen,Round 2,Bojan Mihajlovic,0.0,14 of 30,46%,15 of 32,0 of 0,,0.0,0.0,1:00,3 of 17,6 of 7,5 of 6,10 of 25,4 of 5,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Bojan Mihajlovic vs. Joachim Christensen,Round 3,Bojan Mihajlovic,0.0,2 of 10,20%,2 of 10,0 of 0,,0.0,0.0,0:00,0 of 5,1 of 3,1 of 2,1 of 8,1 of 2,0 of 0
UFC Fight Night: Rodriguez vs. Penn,Bojan Mihajlovic vs. Joachim Christensen,Round 1,Joachim Christensen,0.0,14 of 37,37%,57 of 82,0 of 0,,0.0,0.0,2:39,10 of 32,4 of 4,0 of 1,7 of 24,3 of 4,4 of 9
UFC Fight Night: Rodriguez vs. Penn,Bojan Mihajlovic vs. Joachim Christensen,Round 2,Joachim Christensen,0.0,15 of 40,37%,52 of 79,0 of 0,,0.0,0.0,1:41,8 of 33,6 of 6,1 of 1,10 of 31,5 of 9,0 of 0
UFC 207: Nunes vs. Rousey,Amanda Nunes vs. Ronda Rousey,Round 1,Amanda Nunes,0.0,27 of 47,57%,27 of 47,0 of 0,,0.0,0.0,0:00,23 of 43,3 of 3,1 of 1,27 of 46,0 of 1,0 of 0
UFC 207: Nunes vs. Rousey,Amanda Nunes vs. Ronda Rousey,Round 1,Ronda Rousey,0.0,7 of 14,50%,7 of 14,0 of 0,,0.0,0.0,0:00,6 of 12,1 of 1,0 of 1,7 of 14,0 of 0,0 of 0
UFC 207: Nunes vs. Rousey,Dominick Cruz vs. Cody Garbrandt,Round 4,Dominick Cruz,0.0,17 of 54,31%,17 of 54,0 of 0,,0.0,0.0,0:00,15 of 50,1 of 1,1 of 3,17 of 54,0 of 0,0 of 0
UFC 207: Nunes vs. Rousey,Dominick Cruz vs. Cody Garbrandt,Round 2,Cody Garbrandt,0.0,16 of 45,35%,16 of 45,0 of 0,,0.0,0.0,0:00,9 of 33,6 of 10,1 of 2,16 of 45,0 of 0,0 of 0
UFC 207: Nunes vs. Rousey,Dominick Cruz vs. Cody Garbrandt,Round 3,Cody Garbrandt,0.0,17 of 46,36%,17 of 46,0 of 0,,0.0,0.0,0:01,16 of 43,1 of 1,0 of 2,16 of 45,1 of 1,0 of 0
UFC 207: Nunes vs. Rousey,Dominick Cruz vs. Cody Garbrandt,Round 4,Cody Garbrandt,2.0,15 of 47,31%,16 of 48,0 of 0,,0.0,0.0,0:05,11 of 41,0 of 1,4 of 5,15 of 46,0 of 0,0 of 1
UFC 207: Nunes vs. Rousey,TJ Dillashaw vs. John Lineker,Round 2,John Lineker,0.0,9 of 17,52%,19 of 31,0 of 0,,0.0,0.0,0:00,6 of 12,2 of 4,1 of 1,5 of 13,0 of 0,4 of 4
UFC 207: Nunes vs. Rousey,TJ Dillashaw vs. John Lineker,Round 3,John Lineker,0.0,17 of 33,51%,20 of 36,0 of 0,,0.0,0.0,0:13,6 of 13,11 of 20,0 of 0,17 of 33,0 of 0,0 of 0
UFC 207: Nunes vs. Rousey,Louis Smolka vs. Ray Borg,Round 1,Louis Smolka,0.0,1 of 12,8%,2 of 13,0 of 0,,0.0,0.0,0:38,1 of 10,0 of 2,0 of 0,1 of 11,0 of 1,0 of 0
UFC 207: Nunes vs. Rousey,Louis Smolka vs. Ray Borg,Round 3,Louis Smolka,0.0,7 of 23,30%,10 of 26,0 of 0,,0.0,0.0,0:05,6 of 20,1 of 3,0 of 0,5 of 21,2 of 2,0 of 0
UFC 207: Nunes vs. Rousey,Johny Hendricks vs. Neil Magny,Round 2,Neil Magny,0.0,2 of 7,28%,10 of 15,0 of 0,,0.0,0.0,0:01,0 of 4,1 of 2,1 of 1,2 of 7,0 of 0,0 of 0
UFC 207: Nunes vs. Rousey,Johny Hendricks vs. Neil Magny,Round 3,Neil Magny,0.0,30 of 51,58%,48 of 70,0 of 0,,1.0,0.0,0:00,17 of 34,11 of 14,2 of 3,18 of 36,1 of 1,11 of 14
UFC 207: Nunes vs. Rousey,Antonio Carlos Junior vs. Marvin Vettori,Round 1,Marvin Vettori,0.0,5 of 21,23%,38 of 56,0 of 0,,0.0,0.0,0:10,3 of 19,1 of 1,1 of 1,5 of 21,0 of 0,0 of 0
UFC 207: Nunes vs. Rousey,Antonio Carlos Junior vs. Marvin Vettori,Round 3,Marvin Vettori,0.0,4 of 11,36%,27 of 35,0 of 0,,0.0,0.0,0:05,2 of 8,1 of 2,1 of 1,3 of 10,1 of 1,0 of 0
UFC 207: Nunes vs. Rousey,Mike Pyle vs. Alex Garcia,Round 1,Mike Pyle,0.0,5 of 24,20%,6 of 25,0 of 0,,0.0,0.0,0:00,2 of 21,2 of 2,1 of 1,5 of 23,0 of 1,0 of 0
UFC 207: Nunes vs. Rousey,Brandon Thatch vs. Niko Price,Round 1,Brandon Thatch,0.0,8 of 14,57%,9 of 15,0 of 0,,2.0,0.0,0:01,4 of 9,0 of 0,4 of 5,5 of 11,3 of 3,0 of 0
UFC on FOX: VanZant vs. Waterson,Sage Northcutt vs. Mickey Gall,Round 1,Sage Northcutt,0.0,7 of 12,58%,15 of 20,0 of 0,,0.0,0.0,0:59,2 of 7,2 of 2,3 of 3,3 of 7,1 of 1,3 of 4
UFC on FOX: VanZant vs. Waterson,Sage Northcutt vs. Mickey Gall,Round 2,Mickey Gall,1.0,5 of 8,62%,12 of 16,0 of 0,,1.0,0.0,0:39,5 of 7,0 of 0,0 of 1,4 of 6,1 of 1,0 of 1
UFC on FOX: VanZant vs. Waterson,Urijah Faber vs. Brad Pickett,Round 2,Brad Pickett,0.0,10 of 29,34%,12 of 31,0 of 0,,0.0,0.0,0:00,4 of 18,1 of 3,5 of 8,10 of 29,0 of 0,0 of 0
UFC on FOX: VanZant vs. Waterson,Urijah Faber vs. Brad Pickett,Round 3,Brad Pickett,0.0,5 of 14,35%,5 of 14,0 of 0,,0.0,1.0,0:04,3 of 9,0 of 1,2 of 4,4 of 13,0 of 0,1 of 1
UFC on FOX: VanZant vs. Waterson,Alan Jouban vs. Mike Perry,Round 1,Mike Perry,0.0,14 of 30,46%,14 of 30,0 of 0,,0.0,0.0,0:00,8 of 24,2 of 2,4 of 4,14 of 28,0 of 2,0 of 0
UFC on FOX: VanZant vs. Waterson,Alan Jouban vs. Mike Perry,Round 2,Mike Perry,0.0,11 of 32,34%,11 of 32,0 of 0,,0.0,0.0,0:00,7 of 24,2 of 6,2 of 2,9 of 29,2 of 3,0 of 0
UFC on FOX: VanZant vs. Waterson,Alan Jouban vs. Mike Perry,Round 3,Mike Perry,0.0,12 of 28,42%,12 of 28,0 of 0,,0.0,0.0,0:00,7 of 22,1 of 2,4 of 4,12 of 28,0 of 0,0 of 0
UFC on FOX: VanZant vs. Waterson,Henrique da Silva vs. Paul Craig,Round 2,Henrique da Silva,0.0,4 of 9,44%,6 of 11,0 of 0,,0.0,0.0,1:03,2 of 5,2 of 2,0 of 2,2 of 7,2 of 2,0 of 0
UFC on FOX: VanZant vs. Waterson,Cole Miller vs. Mizuto Hirota,Round 1,Cole Miller,0.0,11 of 31,35%,11 of 31,0 of 0,,0.0,0.0,0:00,4 of 21,4 of 6,3 of 4,10 of 30,0 of 0,1 of 1
UFC on FOX: VanZant vs. Waterson,Cole Miller vs. Mizuto Hirota,Round 2,Cole Miller,0.0,3 of 13,23%,3 of 13,0 of 0,,0.0,1.0,1:03,3 of 11,0 of 1,0 of 1,3 of 13,0 of 0,0 of 0
UFC on FOX: VanZant vs. Waterson,Cole Miller vs. Mizuto Hirota,Round 3,Cole Miller,0.0,7 of 16,43%,8 of 17,0 of 0,,0.0,0.0,0:00,4 of 12,1 of 2,2 of 2,7 of 16,0 of 0,0 of 0
UFC on FOX: VanZant vs. Waterson,Bryan Barberena vs. Colby Covington,Round 1,Bryan Barberena,0.0,8 of 26,30%,30 of 48,0 of 0,,0.0,0.0,0:00,5 of 23,0 of 0,3 of 3,5 of 22,3 of 4,0 of 0
UFC on FOX: VanZant vs. Waterson,Bryan Barberena vs. Colby Covington,Round 2,Bryan Barberena,0.0,14 of 37,37%,30 of 54,0 of 0,,0.0,0.0,0:00,10 of 33,0 of 0,4 of 4,14 of 35,0 of 2,0 of 0
UFC on FOX: VanZant vs. Waterson,Bryan Barberena vs. Colby Covington,Round 3,Bryan Barberena,0.0,19 of 48,39%,40 of 70,0 of 0,,0.0,0.0,0:00,14 of 42,2 of 3,3 of 3,15 of 43,2 of 3,2 of 2
UFC on FOX: VanZant vs. Waterson,James Moontasri vs. Alex Morono,Round 1,James Moontasri,0.0,15 of 25,60%,15 of 25,0 of 0,,0.0,0.0,0:00,2 of 9,8 of 11,5 of 5,15 of 25,0 of 0,0 of 0
UFC on FOX: VanZant vs. Waterson,James Moontasri vs. Alex Morono,Round 2,James Moontasri,0.0,12 of 24,50%,13 of 25,0 of 0,,0.0,0.0,0:19,3 of 12,9 of 12,0 of 0,12 of 23,0 of 1,0 of 0
UFC on FOX: VanZant vs. Waterson,James Moontasri vs. Alex Morono,Round 3,James Moontasri,0.0,19 of 46,41%,20 of 47,0 of 0,,0.0,0.0,0:00,9 of 29,7 of 14,3 of 3,18 of 44,1 of 2,0 of 0
UFC on FOX: VanZant vs. Waterson,James Moontasri vs. Alex Morono,Round 1,Alex Morono,0.0,18 of 39,46%,18 of 39,0 of 0,,0.0,0.0,0:00,5 of 22,2 of 4,11 of 13,18 of 39,0 of 0,0 of 0
UFC on FOX: VanZant vs. Waterson,James Moontasri vs. Alex Morono,Round 3,Alex Morono,0.0,63 of 91,69%,63 of 91,0 of 0,,0.0,0.0,0:21,58 of 85,4 of 5,1 of 1,50 of 74,13 of 17,0 of 0
UFC on FOX: VanZant vs. Waterson,Leslie Smith vs. Irene Aldana,Round 1,Leslie Smith,1.0,67 of 153,43%,70 of 156,0 of 0,,0.0,0.0,0:13,56 of 137,5 of 10,6 of 6,54 of 127,7 of 12,6 of 14
UFC on FOX: VanZant vs. Waterson,Leslie Smith vs. Irene Aldana,Round 2,Leslie Smith,0.0,52 of 120,43%,52 of 120,0 of 0,,0.0,0.0,0:03,32 of 92,10 of 16,10 of 12,51 of 116,1 of 4,0 of 0
UFC on FOX: VanZant vs. Waterson,Leslie Smith vs. Irene Aldana,Round 3,Leslie Smith,0.0,50 of 128,39%,50 of 128,0 of 0,,0.0,0.0,0:01,38 of 106,9 of 16,3 of 6,45 of 118,5 of 9,0 of 1
UFC on FOX: VanZant vs. Waterson,Leslie Smith vs. Irene Aldana,Round 1,Irene Aldana,0.0,37 of 93,39%,37 of 93,0 of 0,,0.0,0.0,0:00,27 of 82,3 of 3,7 of 8,31 of 84,6 of 9,0 of 0
UFC on FOX: VanZant vs. Waterson,Leslie Smith vs. Irene Aldana,Round 2,Irene Aldana,0.0,33 of 88,37%,33 of 88,0 of 0,,0.0,0.0,0:00,27 of 78,3 of 5,3 of 5,31 of 85,2 of 3,0 of 0
UFC on FOX: VanZant vs. Waterson,Eddie Wineland vs. Takeya Mizugaki,Round 1,Eddie Wineland,2.0,9 of 32,28%,9 of 32,0 of 0,,0.0,0.0,0:06,8 of 30,1 of 2,0 of 0,7 of 28,0 of 0,2 of 4
UFC on FOX: VanZant vs. Waterson,Eddie Wineland vs. Takeya Mizugaki,Round 1,Takeya Mizugaki,0.0,13 of 40,32%,13 of 40,0 of 0,,0.0,0.0,0:00,8 of 34,0 of 1,5 of 5,13 of 40,0 of 0,0 of 0
UFC on FOX: VanZant vs. Waterson,Hector Sandoval vs. Fredy Serrano,Round 3,Fredy Serrano,0.0,9 of 35,25%,9 of 35,0 of 0,,0.0,0.0,0:00,3 of 25,2 of 5,4 of 5,9 of 35,0 of 0,0 of 0
UFC on FOX: VanZant vs. Waterson,Bojan Velickovic vs. Sultan Aliev,Round 1,Bojan Velickovic,0.0,14 of 25,56%,36 of 48,0 of 0,,0.0,0.0,0:00,0 of 7,5 of 9,9 of 9,12 of 23,2 of 2,0 of 0
UFC on FOX: VanZant vs. Waterson,Bojan Velickovic vs. Sultan Aliev,Round 2,Bojan Velickovic,0.0,4 of 17,23%,46 of 61,0 of 0,,1.0,0.0,0:00,1 of 8,2 of 5,1 of 4,3 of 16,0 of 0,1 of 1
UFC 206: Holloway vs. Pettis,Max Holloway vs. Anthony Pettis,Round 1,Max Holloway,0.0,23 of 58,39%,23 of 58,0 of 0,,0.0,0.0,0:00,11 of 36,2 of 8,10 of 14,23 of 58,0 of 0,0 of 0
UFC 206: Holloway vs. Pettis,Max Holloway vs. Anthony Pettis,Round 2,Max Holloway,1.0,26 of 63,41%,29 of 66,0 of 0,,0.0,0.0,0:10,9 of 41,12 of 15,5 of 7,16 of 52,8 of 9,2 of 2
UFC 206: Holloway vs. Pettis,Max Holloway vs. Anthony Pettis,Round 3,Anthony Pettis,0.0,19 of 51,37%,20 of 52,0 of 0,,0.0,0.0,0:29,8 of 33,9 of 15,2 of 3,19 of 50,0 of 1,0 of 0
UFC 206: Holloway vs. Pettis,Donald Cerrone vs. Matt Brown,Round 3,Donald Cerrone,1.0,4 of 5,80%,4 of 5,0 of 0,,0.0,0.0,0:01,3 of 4,0 of 0,1 of 1,4 of 5,0 of 0,0 of 0
UFC 206: Holloway vs. Pettis,Donald Cerrone vs. Matt Brown,Round 1,Matt Brown,0.0,27 of 63,42%,29 of 65,0 of 0,,1.0,0.0,0:00,15 of 45,12 of 18,0 of 0,25 of 60,2 of 3,0 of 0
UFC 206: Holloway vs. Pettis,Cub Swanson vs. Dooho Choi,Round 2,Dooho Choi,0.0,37 of 62,59%,37 of 62,0 of 0,,0.0,0.0,0:09,31 of 54,6 of 8,0 of 0,30 of 52,7 of 10,0 of 0
UFC 206: Holloway vs. Pettis,Tim Kennedy vs. Kelvin Gastelum,Round 1,Kelvin Gastelum,0.0,12 of 26,46%,12 of 26,0 of 0,,0.0,0.0,0:00,10 of 23,1 of 2,1 of 1,11 of 25,1 of 1,0 of 0
UFC 206: Holloway vs. Pettis,Tim Kennedy vs. Kelvin Gastelum,Round 2,Kelvin Gastelum,0.0,21 of 41,51%,24 of 44,0 of 0,,0.0,1.0,0:57,14 of 29,7 of 11,0 of 1,16 of 33,4 of 7,1 of 1
UFC 206: Holloway vs. Pettis,Tim Kennedy vs. Kelvin Gastelum,Round 3,Kelvin Gastelum,1.0,29 of 43,67%,32 of 46,0 of 0,,0.0,0.0,0:13,25 of 39,4 of 4,0 of 0,29 of 43,0 of 0,0 of 0
UFC 206: Holloway vs. Pettis,Jordan Mein vs. Emil Meek,Round 2,Jordan Mein,0.0,6 of 9,66%,6 of 9,0 of 0,,0.0,0.0,0:00,3 of 5,0 of 0,3 of 4,6 of 9,0 of 0,0 of 0
UFC 206: Holloway vs. Pettis,Jordan Mein vs. Emil Meek,Round 1,Emil Meek,0.0,18 of 56,32%,18 of 56,0 of 0,,0.0,0.0,0:35,9 of 42,5 of 7,4 of 7,17 of 49,1 of 7,0 of 0
UFC 206: Holloway vs. Pettis,Olivier Aubin-Mercier vs. Drew Dober,Round 1,Olivier Aubin-Mercier,0.0,25 of 50,50%,25 of 50,0 of 0,,0.0,0.0,0:00,20 of 43,1 of 3,4 of 4,25 of 50,0 of 0,0 of 0
UFC 206: Holloway vs. Pettis,Olivier Aubin-Mercier vs. Drew Dober,Round 2,Olivier Aubin-Mercier,0.0,2 of 3,66%,5 of 6,0 of 0,,1.0,1.0,1:33,1 of 1,1 of 1,0 of 1,2 of 3,0 of 0,0 of 0
UFC 206: Holloway vs. Pettis,Olivier Aubin-Mercier vs. Drew Dober,Round 1,Drew Dober,0.0,14 of 57,24%,15 of 58,0 of 0,,0.0,0.0,0:00,8 of 41,4 of 12,2 of 4,14 of 57,0 of 0,0 of 0
UFC 206: Holloway vs. Pettis,Olivier Aubin-Mercier vs. Drew Dober,Round 2,Drew Dober,1.0,10 of 14,71%,18 of 22,0 of 0,,0.0,0.0,1:12,1 of 5,9 of 9,0 of 0,1 of 2,0 of 0,9 of 12
UFC 206: Holloway vs. Pettis,Valerie Letourneau vs. Viviane Pereira,Round 2,Valerie Letourneau,0.0,9 of 52,17%,14 of 57,0 of 0,,0.0,0.0,0:00,3 of 39,5 of 11,1 of 2,7 of 50,2 of 2,0 of 0
UFC 206: Holloway vs. Pettis,Valerie Letourneau vs. Viviane Pereira,Round 3,Valerie Letourneau,0.0,22 of 69,31%,23 of 70,0 of 0,,0.0,0.0,0:00,16 of 63,6 of 6,0 of 0,21 of 67,1 of 2,0 of 0
UFC 206: Holloway vs. Pettis,Valerie Letourneau vs. Viviane Pereira,Round 1,Viviane Pereira,0.0,3 of 9,33%,9 of 18,0 of 0,,0.0,0.0,1:31,0 of 5,2 of 3,1 of 1,2 of 8,1 of 1,0 of 0
UFC 206: Holloway vs. Pettis,Valerie Letourneau vs. Viviane Pereira,Round 3,Viviane Pereira,0.0,18 of 61,29%,22 of 66,0 of 0,,0.0,0.0,0:46,10 of 47,3 of 8,5 of 6,16 of 58,2 of 3,0 of 0
UFC 206: Holloway vs. Pettis,Mitch Gagnon vs. Matthew Lopez,Round 3,Mitch Gagnon,0.0,4 of 8,50%,7 of 11,0 of 0,,0.0,0.0,0:19,3 of 7,0 of 0,1 of 1,2 of 6,2 of 2,0 of 0
UFC 206: Holloway vs. Pettis,John Makdessi vs. Lando Vannata,Round 1,John Makdessi,0.0,11 of 13,84%,11 of 13,0 of 0,,0.0,0.0,0:00,2 of 3,5 of 6,4 of 4,11 of 13,0 of 0,0 of 0
UFC 206: Holloway vs. Pettis,John Makdessi vs. Lando Vannata,Round 1,Lando Vannata,1.0,10 of 32,31%,10 of 32,0 of 0,,0.0,0.0,0:01,3 of 14,5 of 11,2 of 7,10 of 32,0 of 0,0 of 0
UFC 206: Holloway vs. Pettis,Jason Saggo vs. Rustam Khabilov,Round 1,Jason Saggo,0.0,7 of 22,31%,12 of 28,0 of 0,,0.0,0.0,0:00,0 of 13,2 of 2,5 of 7,7 of 22,0 of 0,0 of 0
UFC Fight Night: Lewis vs. Abdurakhimov,Derrick Lewis vs. Shamil Abdurakhimov,Round 1,Derrick Lewis,0.0,1 of 7,14%,3 of 9,0 of 0,,0.0,0.0,0:23,0 of 5,0 of 1,1 of 1,1 of 6,0 of 1,0 of 0
