EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND
UFC 235: Jones vs. Smith,Misha Cirkunov vs. Johnny Walker,Round 1,Johnny Walker,1.0,4 of 8,50%,4 of 8,0 of 0,,0.0,0.0,0:04,4 of 8,0 of 0,0 of 0,1 of 2,0 of 0,3 of 6
UFC 235: Jones vs. Smith,Cody Stamann vs. Alejandro Perez,Round 1,Alejandro Perez,0.0,13 of 37,35%,14 of 38,0 of 0,,0.0,0.0,0:00,7 of 28,3 of 4,3 of 5,10 of 30,1 of 5,2 of 2
UFC 235: Jones vs. Smith,Cody Stamann vs. Alejandro Perez,Round 2,Alejandro Perez,0.0,10 of 32,31%,14 of 38,0 of 0,,0.0,0.0,0:13,3 of 24,2 of 3,5 of 5,9 of 30,1 of 2,0 of 0
UFC 235: Jones vs. Smith,Diego Sanchez vs. Mickey Gall,Round 1,Mickey Gall,0.0,16 of 43,37%,28 of 58,0 of 0,,0.0,0.0,0:16,12 of 37,2 of 3,2 of 3,4 of 25,9 of 14,3 of 4
UFC 235: Jones vs. Smith,Diego Sanchez vs. Mickey Gall,Round 2,Mickey Gall,0.0,7 of 22,31%,7 of 22,0 of 0,,0.0,0.0,0:03,7 of 22,0 of 0,0 of 0,4 of 19,0 of 0,3 of 3
UFC 235: Jones vs. Smith,Edmen Shahbazyan vs. Charles Byrd,Round 1,Edmen Shahbazyan,1.0,13 of 21,61%,13 of 21,0 of 0,,0.0,0.0,0:02,13 of 20,0 of 0,0 of 1,4 of 10,7 of 7,2 of 4
UFC 235: Jones vs. Smith,Gina Mazany vs. Macy Chiasson,Round 1,Gina Mazany,0.0,14 of 25,56%,24 of 36,0 of 0,,0.0,0.0,0:00,6 of 16,6 of 7,2 of 2,13 of 24,1 of 1,0 of 0
UFC 235: Jones vs. Smith,Gina Mazany vs. Macy Chiasson,Round 1,Macy Chiasson,1.0,25 of 49,51%,25 of 49,0 of 0,,0.0,0.0,0:27,15 of 37,9 of 11,1 of 1,18 of 41,3 of 3,4 of 5
UFC 235: Jones vs. Smith,Polyana Viana vs. Hannah Cifers,Round 1,Polyana Viana,0.0,17 of 45,37%,17 of 46,0 of 0,,0.0,0.0,0:00,3 of 27,8 of 12,6 of 6,17 of 45,0 of 0,0 of 0
UFC 235: Jones vs. Smith,Polyana Viana vs. Hannah Cifers,Round 2,Polyana Viana,0.0,15 of 27,55%,63 of 88,0 of 0,,0.0,0.0,0:00,8 of 19,4 of 5,3 of 3,11 of 23,0 of 0,4 of 4
UFC 235: Jones vs. Smith,Polyana Viana vs. Hannah Cifers,Round 3,Polyana Viana,0.0,45 of 102,44%,45 of 102,0 of 0,,0.0,0.0,0:00,18 of 68,16 of 22,11 of 12,37 of 94,8 of 8,0 of 0
UFC 235: Jones vs. Smith,Polyana Viana vs. Hannah Cifers,Round 1,Hannah Cifers,1.0,17 of 48,35%,22 of 55,0 of 0,,0.0,0.0,0:53,6 of 28,5 of 9,6 of 11,13 of 40,0 of 0,4 of 8
UFC 235: Jones vs. Smith,Polyana Viana vs. Hannah Cifers,Round 2,Hannah Cifers,0.0,7 of 23,30%,26 of 43,0 of 0,,0.0,0.0,3:38,2 of 13,3 of 6,2 of 4,6 of 22,0 of 0,1 of 1
UFC 235: Jones vs. Smith,Polyana Viana vs. Hannah Cifers,Round 3,Hannah Cifers,0.0,43 of 84,51%,43 of 84,0 of 0,,0.0,0.0,0:07,13 of 42,23 of 33,7 of 9,35 of 76,8 of 8,0 of 0
UFC Fight Night: Blachowicz vs. Santos,Jan Blachowicz vs. Thiago Santos,Round 2,Jan Blachowicz,0.0,12 of 23,52%,12 of 23,0 of 0,,0.0,0.0,0:00,3 of 12,4 of 5,5 of 6,12 of 23,0 of 0,0 of 0
UFC Fight Night: Blachowicz vs. Santos,Jan Blachowicz vs. Thiago Santos,Round 3,Jan Blachowicz,0.0,1 of 3,33%,1 of 3,0 of 0,,0.0,0.0,0:00,1 of 3,0 of 0,0 of 0,1 of 3,0 of 0,0 of 0
UFC Fight Night: Blachowicz vs. Santos,Jan Blachowicz vs. Thiago Santos,Round 1,Thiago Santos,0.0,22 of 44,50%,22 of 44,0 of 0,,0.0,0.0,0:00,4 of 19,4 of 7,14 of 18,21 of 43,1 of 1,0 of 0
UFC Fight Night: Blachowicz vs. Santos,Jan Blachowicz vs. Thiago Santos,Round 2,Thiago Santos,0.0,13 of 34,38%,13 of 34,0 of 0,,0.0,0.0,0:00,2 of 16,1 of 3,10 of 15,13 of 34,0 of 0,0 of 0
UFC Fight Night: Blachowicz vs. Santos,Stefan Struve vs. Marcos Rogerio de Lima,Round 1,Stefan Struve,0.0,0 of 1,0%,0 of 1,0 of 0,,0.0,0.0,0:00,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
UFC Fight Night: Blachowicz vs. Santos,Stefan Struve vs. Marcos Rogerio de Lima,Round 1,Marcos Rogerio de Lima,1.0,25 of 28,89%,65 of 72,0 of 0,,0.0,0.0,4:55,18 of 21,7 of 7,0 of 0,1 of 2,0 of 0,24 of 26
UFC Fight Night: Blachowicz vs. Santos,Stefan Struve vs. Marcos Rogerio de Lima,Round 2,Marcos Rogerio de Lima,0.0,0 of 4,0%,3 of 7,0 of 0,,0.0,0.0,0:21,0 of 4,0 of 0,0 of 0,0 of 4,0 of 0,0 of 0
UFC Fight Night: Blachowicz vs. Santos,Gian Villante vs. Michal Oleksiejczuk,Round 1,Gian Villante,0.0,9 of 20,45%,9 of 20,0 of 0,,0.0,0.0,0:00,6 of 12,0 of 4,3 of 4,9 of 20,0 of 0,0 of 0
UFC Fight Night: Blachowicz vs. Santos,Gian Villante vs. Michal Oleksiejczuk,Round 1,Michal Oleksiejczuk,1.0,14 of 22,63%,14 of 22,0 of 0,,0.0,0.0,0:02,10 of 18,4 of 4,0 of 0,13 of 19,0 of 0,1 of 3
UFC Fight Night: Blachowicz vs. Santos,Liz Carmouche vs. Lucie Pudilova,Round 2,Lucie Pudilova,0.0,8 of 35,22%,9 of 36,0 of 0,,0.0,1.0,0:45,4 of 30,2 of 2,2 of 3,5 of 28,0 of 0,3 of 7
UFC Fight Night: Blachowicz vs. Santos,Liz Carmouche vs. Lucie Pudilova,Round 3,Lucie Pudilova,0.0,19 of 50,38%,30 of 64,0 of 0,,0.0,0.0,0:33,4 of 30,0 of 2,15 of 18,7 of 38,0 of 0,12 of 12
UFC Fight Night: Blachowicz vs. Santos,John Dodson vs. Petr Yan,Round 2,Petr Yan,0.0,32 of 61,52%,34 of 64,0 of 0,,0.0,0.0,0:05,23 of 51,8 of 9,1 of 1,24 of 51,8 of 10,0 of 0
UFC Fight Night: Blachowicz vs. Santos,Magomed Ankalaev vs. Klidson Abreu,Round 1,Magomed Ankalaev,1.0,9 of 22,40%,27 of 43,0 of 0,,0.0,0.0,2:43,7 of 18,1 of 2,1 of 2,4 of 14,2 of 4,3 of 4
UFC Fight Night: Blachowicz vs. Santos,Magomed Ankalaev vs. Klidson Abreu,Round 2,Magomed Ankalaev,0.0,9 of 19,47%,13 of 23,0 of 0,,0.0,0.0,1:39,7 of 15,2 of 4,0 of 0,5 of 14,2 of 3,2 of 2
UFC Fight Night: Blachowicz vs. Santos,Magomed Ankalaev vs. Klidson Abreu,Round 3,Klidson Abreu,0.0,4 of 24,16%,5 of 26,0 of 0,,0.0,0.0,0:00,1 of 17,3 of 7,0 of 0,1 of 20,3 of 4,0 of 0
UFC Fight Night: Blachowicz vs. Santos,Dwight Grant vs. Carlo Pedersoli Jr.,Round 1,Dwight Grant,1.0,20 of 53,37%,22 of 55,0 of 0,,0.0,0.0,0:05,14 of 47,2 of 2,4 of 4,12 of 44,2 of 3,6 of 6
UFC Fight Night: Blachowicz vs. Santos,Daniel Teymur vs. Chris Fishgold,Round 2,Daniel Teymur,0.0,3 of 7,42%,3 of 7,0 of 0,,0.0,0.0,0:00,1 of 4,2 of 2,0 of 1,3 of 7,0 of 0,0 of 0
UFC Fight Night: Blachowicz vs. Santos,Veronica Hardy vs. Gillian Robertson,Round 2,Veronica Hardy,0.0,4 of 8,50%,8 of 14,0 of 0,,0.0,0.0,1:04,3 of 6,1 of 2,0 of 0,2 of 6,2 of 2,0 of 0
UFC Fight Night: Blachowicz vs. Santos,Damir Hadzovic vs. Marco Polo Reyes,Round 1,Marco Polo Reyes,0.0,22 of 88,25%,24 of 90,0 of 0,,0.0,0.0,0:00,12 of 73,3 of 8,7 of 7,22 of 86,0 of 2,0 of 0
UFC Fight Night: Blachowicz vs. Santos,Damir Hadzovic vs. Marco Polo Reyes,Round 2,Marco Polo Reyes,0.0,2 of 19,10%,2 of 19,0 of 0,,0.0,0.0,0:00,1 of 15,1 of 4,0 of 0,2 of 19,0 of 0,0 of 0
UFC Fight Night: Blachowicz vs. Santos,Michel Prazeres vs. Ismail Naurdiev,Round 2,Ismail Naurdiev,0.0,21 of 32,65%,31 of 42,0 of 0,,0.0,1.0,0:58,9 of 19,7 of 7,5 of 6,15 of 26,4 of 4,2 of 2
UFC Fight Night: Blachowicz vs. Santos,Michel Prazeres vs. Ismail Naurdiev,Round 3,Ismail Naurdiev,0.0,23 of 38,60%,47 of 72,0 of 0,,0.0,0.0,1:52,17 of 29,5 of 6,1 of 3,10 of 23,1 of 1,12 of 14
UFC Fight Night: Blachowicz vs. Santos,Rustam Khabilov vs. Diego Ferreira,Round 1,Diego Ferreira,0.0,25 of 80,31%,28 of 84,0 of 0,,1.0,0.0,0:13,18 of 68,4 of 8,3 of 4,18 of 71,3 of 4,4 of 5
UFC Fight Night: Blachowicz vs. Santos,Rustam Khabilov vs. Diego Ferreira,Round 2,Diego Ferreira,0.0,23 of 97,23%,23 of 97,0 of 0,,0.0,0.0,0:00,13 of 82,6 of 11,4 of 4,21 of 93,2 of 4,0 of 0
UFC Fight Night: Blachowicz vs. Santos,Rustam Khabilov vs. Diego Ferreira,Round 3,Diego Ferreira,0.0,35 of 107,32%,40 of 112,0 of 0,,0.0,0.0,0:00,24 of 87,8 of 17,3 of 3,30 of 100,5 of 7,0 of 0
UFC Fight Night: Blachowicz vs. Santos,Damir Ismagulov vs. Joel Alvarez,Round 1,Damir Ismagulov,0.0,25 of 58,43%,25 of 58,0 of 0,,0.0,0.0,0:00,8 of 28,12 of 23,5 of 7,25 of 58,0 of 0,0 of 0
UFC Fight Night: Blachowicz vs. Santos,Damir Ismagulov vs. Joel Alvarez,Round 2,Damir Ismagulov,0.0,25 of 57,43%,25 of 57,0 of 0,,0.0,0.0,0:00,9 of 33,13 of 18,3 of 6,25 of 57,0 of 0,0 of 0
UFC Fight Night: Blachowicz vs. Santos,Damir Ismagulov vs. Joel Alvarez,Round 3,Damir Ismagulov,0.0,14 of 35,40%,14 of 35,0 of 0,,0.0,0.0,0:00,8 of 24,5 of 10,1 of 1,14 of 35,0 of 0,0 of 0
UFC Fight Night: Blachowicz vs. Santos,Damir Ismagulov vs. Joel Alvarez,Round 1,Joel Alvarez,0.0,16 of 54,29%,16 of 54,0 of 0,,0.0,0.0,0:00,13 of 48,0 of 3,3 of 3,16 of 54,0 of 0,0 of 0
UFC Fight Night: Blachowicz vs. Santos,Damir Ismagulov vs. Joel Alvarez,Round 2,Joel Alvarez,0.0,11 of 37,29%,11 of 37,0 of 0,,0.0,0.0,0:00,7 of 29,2 of 4,2 of 4,11 of 37,0 of 0,0 of 0
UFC Fight Night: Blachowicz vs. Santos,Damir Ismagulov vs. Joel Alvarez,Round 3,Joel Alvarez,0.0,11 of 36,30%,11 of 36,0 of 0,,0.0,0.0,0:00,6 of 30,3 of 4,2 of 2,10 of 35,1 of 1,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Francis Ngannou vs. Cain Velasquez,Round 1,Francis Ngannou,0.0,6 of 10,60%,6 of 10,0 of 0,,0.0,0.0,0:00,6 of 10,0 of 0,0 of 0,3 of 6,1 of 1,2 of 3
UFC Fight Night: Ngannou vs. Velasquez,James Vick vs. Paul Felder,Round 1,James Vick,0.0,22 of 49,44%,23 of 50,0 of 0,,0.0,0.0,0:03,9 of 34,5 of 6,8 of 9,22 of 47,0 of 2,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,James Vick vs. Paul Felder,Round 2,James Vick,0.0,19 of 31,61%,20 of 32,0 of 0,,0.0,0.0,1:39,7 of 15,6 of 9,6 of 7,15 of 24,4 of 7,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,James Vick vs. Paul Felder,Round 3,James Vick,0.0,20 of 41,48%,26 of 47,0 of 0,,0.0,0.0,0:32,8 of 26,5 of 6,7 of 9,20 of 41,0 of 0,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,James Vick vs. Paul Felder,Round 1,Paul Felder,0.0,20 of 47,42%,21 of 48,0 of 0,,0.0,0.0,0:31,12 of 36,0 of 0,8 of 11,18 of 45,2 of 2,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,James Vick vs. Paul Felder,Round 2,Paul Felder,0.0,12 of 32,37%,23 of 43,0 of 0,,0.0,0.0,0:03,7 of 20,2 of 5,3 of 7,10 of 30,2 of 2,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,James Vick vs. Paul Felder,Round 3,Paul Felder,0.0,23 of 40,57%,26 of 43,0 of 0,,0.0,0.0,0:39,12 of 23,2 of 3,9 of 14,20 of 34,3 of 6,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Cortney Casey vs. Cynthia Calvillo,Round 1,Cortney Casey,0.0,24 of 58,41%,24 of 59,0 of 0,,0.0,0.0,0:00,14 of 47,2 of 2,8 of 9,24 of 58,0 of 0,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Cortney Casey vs. Cynthia Calvillo,Round 2,Cortney Casey,0.0,22 of 52,42%,22 of 52,0 of 0,,0.0,0.0,0:00,12 of 38,2 of 3,8 of 11,22 of 52,0 of 0,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Cortney Casey vs. Cynthia Calvillo,Round 3,Cortney Casey,0.0,27 of 66,40%,27 of 66,0 of 0,,0.0,0.0,0:00,15 of 51,2 of 3,10 of 12,26 of 65,1 of 1,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Alex Caceres vs. Kron Gracie,Round 1,Alex Caceres,0.0,4 of 14,28%,4 of 14,0 of 0,,0.0,0.0,0:00,3 of 13,0 of 0,1 of 1,4 of 14,0 of 0,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Vicente Luque vs. Bryan Barberena,Round 1,Vicente Luque,0.0,37 of 64,57%,37 of 64,0 of 0,,2.0,1.0,0:36,28 of 55,5 of 5,4 of 4,36 of 63,1 of 1,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Vicente Luque vs. Bryan Barberena,Round 2,Vicente Luque,0.0,55 of 83,66%,56 of 84,0 of 0,,0.0,0.0,0:01,48 of 76,5 of 5,2 of 2,44 of 70,8 of 9,3 of 4
UFC Fight Night: Ngannou vs. Velasquez,Vicente Luque vs. Bryan Barberena,Round 3,Vicente Luque,1.0,71 of 94,75%,71 of 94,0 of 0,,0.0,0.0,0:04,56 of 78,7 of 7,8 of 9,60 of 83,7 of 7,4 of 4
UFC Fight Night: Ngannou vs. Velasquez,Vicente Luque vs. Bryan Barberena,Round 2,Bryan Barberena,0.0,73 of 140,52%,78 of 145,0 of 0,,0.0,0.0,0:00,63 of 125,9 of 13,1 of 2,64 of 124,9 of 16,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Vicente Luque vs. Bryan Barberena,Round 3,Bryan Barberena,0.0,66 of 148,44%,73 of 155,0 of 0,,0.0,0.0,0:00,60 of 139,4 of 7,2 of 2,63 of 145,3 of 3,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Andre Fili vs. Myles Jury,Round 1,Andre Fili,0.0,31 of 74,41%,31 of 74,0 of 0,,0.0,0.0,0:00,19 of 55,0 of 2,12 of 17,31 of 74,0 of 0,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Andre Fili vs. Myles Jury,Round 2,Andre Fili,0.0,31 of 70,44%,31 of 70,0 of 0,,0.0,0.0,0:00,19 of 55,4 of 7,8 of 8,31 of 70,0 of 0,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Andre Fili vs. Myles Jury,Round 3,Andre Fili,0.0,36 of 82,43%,36 of 82,0 of 0,,0.0,0.0,0:00,27 of 69,5 of 7,4 of 6,36 of 82,0 of 0,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Andre Fili vs. Myles Jury,Round 1,Myles Jury,0.0,19 of 35,54%,19 of 35,0 of 0,,0.0,0.0,0:00,9 of 23,3 of 3,7 of 9,19 of 35,0 of 0,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Andre Fili vs. Myles Jury,Round 2,Myles Jury,1.0,33 of 63,52%,38 of 68,0 of 0,,0.0,0.0,0:50,21 of 50,4 of 4,8 of 9,29 of 54,0 of 0,4 of 9
UFC Fight Night: Ngannou vs. Velasquez,Andre Fili vs. Myles Jury,Round 3,Myles Jury,0.0,24 of 45,53%,24 of 45,0 of 0,,0.0,0.0,0:00,17 of 37,3 of 4,4 of 4,24 of 45,0 of 0,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Jimmie Rivera vs. Aljamain Sterling,Round 1,Jimmie Rivera,0.0,7 of 12,58%,11 of 16,0 of 0,,0.0,0.0,1:27,1 of 4,2 of 4,4 of 4,2 of 7,5 of 5,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Jimmie Rivera vs. Aljamain Sterling,Round 2,Jimmie Rivera,0.0,9 of 26,34%,14 of 32,0 of 0,,0.0,0.0,0:49,2 of 16,3 of 6,4 of 4,8 of 25,1 of 1,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Jimmie Rivera vs. Aljamain Sterling,Round 3,Jimmie Rivera,0.0,8 of 46,17%,11 of 49,0 of 0,,0.0,0.0,0:34,5 of 39,2 of 6,1 of 1,7 of 45,1 of 1,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Benito Lopez vs. Manny Bermudez,Round 1,Benito Lopez,0.0,7 of 12,58%,11 of 16,0 of 0,,0.0,0.0,0:59,3 of 8,0 of 0,4 of 4,2 of 6,5 of 6,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Ashlee Evans-Smith vs. Andrea Lee,Round 2,Andrea Lee,0.0,35 of 56,62%,39 of 60,0 of 0,,0.0,0.0,1:11,15 of 31,11 of 16,9 of 9,26 of 41,7 of 13,2 of 2
UFC Fight Night: Ngannou vs. Velasquez,Scott Holtzman vs. Nik Lentz,Round 1,Scott Holtzman,0.0,5 of 20,25%,20 of 38,0 of 0,,0.0,0.0,0:02,3 of 14,1 of 5,1 of 1,5 of 20,0 of 0,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Scott Holtzman vs. Nik Lentz,Round 2,Scott Holtzman,0.0,17 of 48,35%,23 of 54,0 of 0,,0.0,0.0,0:15,11 of 40,5 of 7,1 of 1,16 of 46,1 of 2,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Scott Holtzman vs. Nik Lentz,Round 3,Scott Holtzman,0.0,32 of 54,59%,43 of 65,0 of 0,,0.0,0.0,0:00,25 of 45,7 of 9,0 of 0,19 of 41,6 of 6,7 of 7
UFC Fight Night: Ngannou vs. Velasquez,Renan Barao vs. Luke Sanders,Round 1,Renan Barao,0.0,33 of 62,53%,34 of 63,0 of 0,,0.0,0.0,0:00,7 of 24,23 of 35,3 of 3,27 of 56,6 of 6,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Renan Barao vs. Luke Sanders,Round 2,Renan Barao,0.0,7 of 16,43%,7 of 16,0 of 0,,0.0,0.0,0:00,3 of 9,4 of 6,0 of 1,7 of 16,0 of 0,0 of 0
UFC Fight Night: Ngannou vs. Velasquez,Renan Barao vs. Luke Sanders,Round 2,Luke Sanders,1.0,14 of 27,51%,14 of 27,0 of 0,,0.0,0.0,0:02,12 of 23,2 of 2,0 of 2,11 of 24,0 of 0,3 of 3
UFC Fight Night: Ngannou vs. Velasquez,Aleksandra Albu vs. Emily Whitmire,Round 1,Aleksandra Albu,0.0,2 of 5,40%,2 of 6,0 of 0,,0.0,0.0,0:00,2 of 5,0 of 0,0 of 0,2 of 5,0 of 0,0 of 0
UFC 234: Adesanya vs. Silva,Israel Adesanya vs. Anderson Silva,Round 1,Israel Adesanya,0.0,20 of 44,45%,20 of 44,0 of 0,,0.0,0.0,0:00,10 of 31,1 of 2,9 of 11,18 of 41,2 of 3,0 of 0
UFC 234: Adesanya vs. Silva,Israel Adesanya vs. Anderson Silva,Round 2,Israel Adesanya,0.0,20 of 39,51%,20 of 39,0 of 0,,0.0,0.0,0:00,8 of 23,3 of 7,9 of 9,20 of 39,0 of 0,0 of 0
UFC 234: Adesanya vs. Silva,Israel Adesanya vs. Anderson Silva,Round 3,Israel Adesanya,0.0,25 of 49,51%,25 of 49,0 of 0,,0.0,0.0,0:00,9 of 25,5 of 13,11 of 11,25 of 49,0 of 0,0 of 0
UFC 234: Adesanya vs. Silva,Israel Adesanya vs. Anderson Silva,Round 1,Anderson Silva,0.0,6 of 21,28%,6 of 21,0 of 0,,0.0,0.0,0:00,2 of 16,1 of 1,3 of 4,6 of 21,0 of 0,0 of 0
UFC 234: Adesanya vs. Silva,Israel Adesanya vs. Anderson Silva,Round 2,Anderson Silva,0.0,20 of 35,57%,23 of 38,0 of 0,,0.0,0.0,0:00,12 of 23,5 of 7,3 of 5,15 of 30,5 of 5,0 of 0
UFC 234: Adesanya vs. Silva,Israel Adesanya vs. Anderson Silva,Round 3,Anderson Silva,0.0,5 of 16,31%,5 of 16,0 of 0,,0.0,0.0,0:00,2 of 10,2 of 4,1 of 2,5 of 16,0 of 0,0 of 0
UFC 234: Adesanya vs. Silva,Lando Vannata vs. Marcos Mariano,Round 1,Marcos Mariano,0.0,3 of 9,33%,4 of 11,0 of 0,,0.0,0.0,0:00,2 of 7,0 of 0,1 of 2,1 of 7,0 of 0,2 of 2
UFC 234: Adesanya vs. Silva,Montana De La Rosa vs. Nadia Kassem,Round 1,Nadia Kassem,0.0,3 of 4,75%,11 of 15,0 of 0,,0.0,0.0,0:10,1 of 2,1 of 1,1 of 1,1 of 1,1 of 1,1 of 2
UFC 234: Adesanya vs. Silva,Montana De La Rosa vs. Nadia Kassem,Round 2,Nadia Kassem,0.0,2 of 3,66%,4 of 5,0 of 0,,0.0,0.0,0:40,0 of 1,0 of 0,2 of 2,2 of 3,0 of 0,0 of 0
UFC 234: Adesanya vs. Silva,Jimmy Crute vs. Sam Alvey,Round 1,Jimmy Crute,1.0,14 of 32,43%,17 of 36,0 of 0,,0.0,0.0,0:08,7 of 23,2 of 3,5 of 6,9 of 23,0 of 0,5 of 9
UFC 234: Adesanya vs. Silva,Devonte Smith vs. Dong Hyun Ma,Round 1,Devonte Smith,1.0,19 of 43,44%,19 of 43,0 of 0,,0.0,0.0,0:02,14 of 34,1 of 4,4 of 5,15 of 38,0 of 0,4 of 5
UFC 234: Adesanya vs. Silva,Devonte Smith vs. Dong Hyun Ma,Round 1,Dong Hyun Ma,0.0,1 of 9,11%,1 of 9,0 of 0,,0.0,0.0,0:00,0 of 4,0 of 1,1 of 4,1 of 9,0 of 0,0 of 0
UFC 234: Adesanya vs. Silva,Shane Young vs. Austin Arnett,Round 3,Shane Young,1.0,40 of 106,37%,40 of 106,0 of 0,,0.0,0.0,0:00,28 of 87,9 of 12,3 of 7,40 of 106,0 of 0,0 of 0
UFC 234: Adesanya vs. Silva,Shane Young vs. Austin Arnett,Round 1,Austin Arnett,0.0,21 of 65,32%,21 of 65,0 of 0,,0.0,0.0,0:00,19 of 62,2 of 3,0 of 0,21 of 65,0 of 0,0 of 0
UFC 234: Adesanya vs. Silva,Shane Young vs. Austin Arnett,Round 2,Austin Arnett,0.0,30 of 72,41%,31 of 73,0 of 0,,0.0,0.0,0:00,27 of 67,1 of 3,2 of 2,29 of 71,1 of 1,0 of 0
UFC 234: Adesanya vs. Silva,Shane Young vs. Austin Arnett,Round 3,Austin Arnett,0.0,26 of 72,36%,26 of 72,0 of 0,,0.0,0.0,0:00,26 of 72,0 of 0,0 of 0,26 of 72,0 of 0,0 of 0
UFC 234: Adesanya vs. Silva,Kai Kara-France vs. Raulian Paiva,Round 1,Kai Kara-France,0.0,12 of 39,30%,12 of 39,0 of 0,,0.0,0.0,0:00,6 of 30,5 of 7,1 of 2,12 of 39,0 of 0,0 of 0
UFC 234: Adesanya vs. Silva,Kai Kara-France vs. Raulian Paiva,Round 3,Raulian Paiva,0.0,26 of 77,33%,26 of 77,0 of 0,,0.0,0.0,0:00,15 of 62,11 of 15,0 of 0,25 of 76,1 of 1,0 of 0
UFC 234: Adesanya vs. Silva,Teruto Ishihara vs. Kyung Ho Kang,Round 1,Teruto Ishihara,1.0,17 of 47,36%,18 of 48,0 of 0,,0.0,0.0,0:12,12 of 36,1 of 5,4 of 6,11 of 35,6 of 10,0 of 2
UFC 234: Adesanya vs. Silva,Callan Potter vs. Jalin Turner,Round 1,Jalin Turner,1.0,9 of 17,52%,9 of 17,0 of 0,,0.0,0.0,0:13,6 of 14,3 of 3,0 of 0,5 of 12,1 of 1,3 of 4
UFC 234: Adesanya vs. Silva,Wulijiburen vs. Jonathan Martinez,Round 3,Jonathan Martinez,0.0,19 of 32,59%,22 of 37,0 of 0,,0.0,0.0,3:00,18 of 30,0 of 0,1 of 2,1 of 4,0 of 0,18 of 28
UFC Fight Night: Assuncao vs. Moraes 2,Raphael Assuncao vs. Marlon Moraes,Round 1,Raphael Assuncao,0.0,2 of 12,16%,3 of 13,0 of 0,,0.0,0.0,0:00,1 of 10,0 of 0,1 of 2,2 of 12,0 of 0,0 of 0
UFC Fight Night: Assuncao vs. Moraes 2,Raphael Assuncao vs. Marlon Moraes,Round 1,Marlon Moraes,1.0,10 of 23,43%,12 of 25,0 of 0,,1.0,0.0,1:15,8 of 17,0 of 2,2 of 4,7 of 18,0 of 0,3 of 5
UFC Fight Night: Assuncao vs. Moraes 2,Jose Aldo vs. Renato Moicano,Round 1,Jose Aldo,0.0,10 of 27,37%,10 of 27,0 of 0,,0.0,0.0,0:00,6 of 19,2 of 3,2 of 5,10 of 27,0 of 0,0 of 0
UFC Fight Night: Assuncao vs. Moraes 2,Jose Aldo vs. Renato Moicano,Round 2,Jose Aldo,0.0,16 of 23,69%,16 of 23,0 of 0,,0.0,0.0,0:00,12 of 17,4 of 6,0 of 0,9 of 16,7 of 7,0 of 0
UFC Fight Night: Assuncao vs. Moraes 2,Jose Aldo vs. Renato Moicano,Round 1,Renato Moicano,0.0,20 of 45,44%,20 of 45,0 of 0,,0.0,0.0,0:00,15 of 34,1 of 4,4 of 7,20 of 45,0 of 0,0 of 0
UFC Fight Night: Assuncao vs. Moraes 2,Jose Aldo vs. Renato Moicano,Round 2,Renato Moicano,0.0,4 of 8,50%,4 of 8,0 of 0,,0.0,0.0,0:00,2 of 6,0 of 0,2 of 2,4 of 8,0 of 0,0 of 0
UFC Fight Night: Assuncao vs. Moraes 2,Demian Maia vs. Lyman Good,Round 1,Lyman Good,0.0,0 of 2,0%,0 of 2,0 of 0,,0.0,0.0,0:00,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
UFC Fight Night: Assuncao vs. Moraes 2,Charles Oliveira vs. David Teymur,Round 2,Charles Oliveira,0.0,13 of 20,65%,13 of 20,0 of 0,,1.0,0.0,0:05,11 of 18,1 of 1,1 of 1,6 of 9,7 of 11,0 of 0
