Event,Bout,Card Segment,URL
UFC 305: Du Plessis vs. Adesanya,Stewart Nicoll vs. Jesus Aguilar,Prelims2,https://www.ufc.com/event/1209#11524
UFC Fight Night: Tybura vs. Spivac 2,Marcin Tybura vs. Serghei Spivac,Main,https://www.ufc.com/event/1217#11507
UFC Fight Night: Tybura vs. Spivac 2,Damon Jackson vs. Chepe Mariscal,Main,https://www.ufc.com/event/1217#11516
UFC Fight Night: Tybura vs. Spivac 2,Danny Barlow vs. Nikolay Veretennikov,Main,https://www.ufc.com/event/1217#11571
UFC Fight Night: Tybura vs. Spivac 2,Chris Gutierrez vs. Quang Le,Main,https://www.ufc.com/event/1217#11570
UFC Fight Night: Tybura vs. Spivac 2,Yana Santos vs. Chelsea Chandler,Main,https://www.ufc.com/event/1217#11517
UFC Fight Night: Tybura vs. Spivac 2,Toshiomi Kazama vs. Charalampos Grigoriou,Main,https://www.ufc.com/event/1217#11508
UFC Fight Night: Tybura vs. Spivac 2,Karol Rosa vs. Pannie Kianzad,Prelims1,https://www.ufc.com/event/1217#11520
UFC Fight Night: Tybura vs. Spivac 2,Jhonata Diniz vs. Karl Williams,Prelims1,https://www.ufc.com/event/1217#11521
UFC Fight Night: Tybura vs. Spivac 2,Youssef Zalal vs. Jarno Errens,Prelims1,https://www.ufc.com/event/1217#11522
UFC Fight Night: Tybura vs. Spivac 2,Stephanie Luciano vs. Talita Alencar,Prelims1,https://www.ufc.com/event/1217#11523
UFC Fight Night: Sandhagen vs. Nurmagomedov,Cory Sandhagen vs. Umar Nurmagomedov,Main,https://www.ufc.com/event/1202#11364
UFC Fight Night: Sandhagen vs. Nurmagomedov,Shara Magomedov vs. Michal Oleksiejczuk,Main,https://www.ufc.com/event/1202#11512
UFC Fight Night: Sandhagen vs. Nurmagomedov,Marlon Vera vs. Deiveson Figueiredo,Main,https://www.ufc.com/event/1202#11436
UFC Fight Night: Sandhagen vs. Nurmagomedov,Tony Ferguson vs. Michael Chiesa,Main,https://www.ufc.com/event/1202#11438
UFC Fight Night: Sandhagen vs. Nurmagomedov,Mackenzie Dern vs. Loopy Godinez,Main,https://www.ufc.com/event/1202#11437
UFC Fight Night: Sandhagen vs. Nurmagomedov,Joel Alvarez vs. Elves Brener,Main,https://www.ufc.com/event/1202#11492
UFC Fight Night: Sandhagen vs. Nurmagomedov,Azamat Murzakanov vs. Alonzo Menifield,Prelims1,https://www.ufc.com/event/1202#11493
UFC Fight Night: Sandhagen vs. Nurmagomedov,Mohammad Yahya vs. Kaue Fernandes,Prelims1,https://www.ufc.com/event/1202#11494
UFC Fight Night: Sandhagen vs. Nurmagomedov,Shamil Gaziev vs. Don'Tale Mayes,Prelims1,https://www.ufc.com/event/1202#11495
UFC Fight Night: Sandhagen vs. Nurmagomedov,Guram Kutateladze vs. Jordan Vucenic,Prelims1,https://www.ufc.com/event/1202#11532
UFC Fight Night: Sandhagen vs. Nurmagomedov,Viktoriia Dudakova vs. Sam Hughes,Prelims1,https://www.ufc.com/event/1202#11497
UFC Fight Night: Sandhagen vs. Nurmagomedov,Jai Herbert vs. Rolando Bedoya,Prelims1,https://www.ufc.com/event/1202#11498
UFC Fight Night: Sandhagen vs. Nurmagomedov,Sedriques Dumas vs. Denis Tiuliulin,Prelims1,https://www.ufc.com/event/1202#11499
UFC 304: Edwards vs. Muhammad 2,Leon Edwards vs. Belal Muhammad,Main,https://www.ufc.com/event/1208#11394
UFC 304: Edwards vs. Muhammad 2,Tom Aspinall vs. Curtis Blaydes,Main,https://www.ufc.com/event/1208#11395
UFC 304: Edwards vs. Muhammad 2,King Green vs. Paddy Pimblett,Main,https://www.ufc.com/event/1208#11398
UFC 304: Edwards vs. Muhammad 2,Christian Leroy Duncan vs. Gregory Rodrigues,Main,https://www.ufc.com/event/1208#11500
UFC 304: Edwards vs. Muhammad 2,Arnold Allen vs. Giga Chikadze,Main,https://www.ufc.com/event/1208#11396
UFC 304: Edwards vs. Muhammad 2,Nathaniel Wood vs. Daniel Pineda,Prelims1,https://www.ufc.com/event/1208#11423
UFC 304: Edwards vs. Muhammad 2,Molly McCann vs. Bruna Brasil,Prelims1,https://www.ufc.com/event/1208#11415
UFC 304: Edwards vs. Muhammad 2,Jake Hadley vs. Caolan Loughran,Prelims1,https://www.ufc.com/event/1208#11514
UFC 304: Edwards vs. Muhammad 2,Muhammad Mokaev vs. Manel Kape,Prelims1,https://www.ufc.com/event/1208#11397
UFC 304: Edwards vs. Muhammad 2,Oban Elliott vs. Preston Parsons,Prelims2,https://www.ufc.com/event/1208#11429
UFC 304: Edwards vs. Muhammad 2,Modestas Bukauskas vs. Marcin Prachnio,Prelims2,https://www.ufc.com/event/1208#11432
UFC 304: Edwards vs. Muhammad 2,Sam Patterson vs. Kiefer Crosbie,Prelims2,https://www.ufc.com/event/1208#11433
UFC 304: Edwards vs. Muhammad 2,Mick Parkin vs. Lukasz Brzeski,Prelims2,https://www.ufc.com/event/1208#11425
UFC 304: Edwards vs. Muhammad 2,Shauna Bannon vs. Alice Ardelean,Prelims2,https://www.ufc.com/event/1208#11513
UFC Fight Night: Lemos vs. Jandiroba,Amanda Lemos vs. Virna Jandiroba,Main,https://www.ufc.com/event/1211#11455
UFC Fight Night: Lemos vs. Jandiroba,Steve Garcia vs. SeungWoo Choi,Main,https://www.ufc.com/event/1211#11445
UFC Fight Night: Lemos vs. Jandiroba,Kurt Holobaugh vs. Kaynan Kruschewsky,Main,https://www.ufc.com/event/1211#11482
UFC Fight Night: Lemos vs. Jandiroba,Cody Durden vs. Bruno Silva,Main,https://www.ufc.com/event/1211#11456
UFC Fight Night: Lemos vs. Jandiroba,Dooho Choi vs. Bill Algeo,Main,https://www.ufc.com/event/1211#11444
UFC Fight Night: Lemos vs. Jandiroba,JeongYeong Lee vs. Hyder Amil,Main,https://www.ufc.com/event/1211#11443
UFC Fight Night: Lemos vs. Jandiroba,Brian Kelleher vs. Cody Gibson,Prelims1,https://www.ufc.com/event/1211#11483
UFC Fight Night: Lemos vs. Jandiroba,Miranda Maverick vs. Dione Barbosa,Prelims1,https://www.ufc.com/event/1211#11484
UFC Fight Night: Lemos vs. Jandiroba,Loik Radzhabov vs. Trey Ogden,Prelims1,https://www.ufc.com/event/1211#11485
UFC Fight Night: Lemos vs. Jandiroba,Luana Carolina vs. Lucie Pudilova,Prelims1,https://www.ufc.com/event/1211#11457
UFC Fight Night: Lemos vs. Jandiroba,Mohammed Usman vs. Thomas Petersen,Prelims1,https://www.ufc.com/event/1211#11486
UFC Fight Night: Namajunas vs. Cortez,Rose Namajunas vs. Tracy Cortez,Main,https://www.ufc.com/event/1212#11462
UFC Fight Night: Namajunas vs. Cortez,Santiago Ponzinibbio vs. Muslim Salikhov,Main,https://www.ufc.com/event/1212#11440
UFC Fight Night: Namajunas vs. Cortez,Drew Dober vs. Jean Silva,Main,https://www.ufc.com/event/1212#11487
UFC Fight Night: Namajunas vs. Cortez,Gabriel Bonfim vs. Ange Loosa,Main,https://www.ufc.com/event/1212#11464
UFC Fight Night: Namajunas vs. Cortez,Julian Erosa vs. Christian Rodriguez,Main,https://www.ufc.com/event/1212#11465
UFC Fight Night: Namajunas vs. Cortez,Abdul Razak Alhassan vs. Cody Brundage,Main,https://www.ufc.com/event/1212#11466
UFC Fight Night: Namajunas vs. Cortez,Joshua Van vs. Charles Johnson,Prelims1,https://www.ufc.com/event/1212#11488
UFC Fight Night: Namajunas vs. Cortez,Jasmine Jasudavicius vs. Fatima Kline,Prelims1,https://www.ufc.com/event/1212#11490
UFC Fight Night: Namajunas vs. Cortez,Montel Jackson vs. Da'Mon Blackshear,Prelims1,https://www.ufc.com/event/1212#11489
UFC Fight Night: Namajunas vs. Cortez,Luana Santos vs. Mariya Agapova,Prelims1,https://www.ufc.com/event/1212#11467
UFC Fight Night: Namajunas vs. Cortez,Josh Fremd vs. Andre Petroski,Prelims1,https://www.ufc.com/event/1212#11468
UFC Fight Night: Namajunas vs. Cortez,Evan Elder vs. Darrius Flowers,Prelims1,https://www.ufc.com/event/1212#11491
UFC 303: Pereira vs. Prochazka 2,Alex Pereira vs. Jiri Prochazka,Main,https://www.ufc.com/event/1201#11450
UFC 303: Pereira vs. Prochazka 2,Dan Ige vs. Diego Lopes,Main,https://www.ufc.com/event/1201#11469
UFC 303: Pereira vs. Prochazka 2,Anthony Smith vs. Roman Dolidze,Main,https://www.ufc.com/event/1201#11461
UFC 303: Pereira vs. Prochazka 2,Mayra Bueno Silva vs. Macy Chiasson,Main,https://www.ufc.com/event/1201#11346
UFC 303: Pereira vs. Prochazka 2,Ian Machado Garry vs. Michael Page,Main,https://www.ufc.com/event/1201#11431
UFC 303: Pereira vs. Prochazka 2,Joe Pyfer vs. Marc-Andre Barriault,Prelims1,https://www.ufc.com/event/1201#11334
UFC 303: Pereira vs. Prochazka 2,Cub Swanson vs. Andre Fili,Prelims1,https://www.ufc.com/event/1201#11347
UFC 303: Pereira vs. Prochazka 2,Charles Jourdain vs. Jean Silva,Prelims1,https://www.ufc.com/event/1201#11414
UFC 303: Pereira vs. Prochazka 2,Payton Talbott vs. Yanis Ghemmouri,Prelims1,https://www.ufc.com/event/1201#11365
UFC 303: Pereira vs. Prochazka 2,Michelle Waterson-Gomez vs. Gillian Robertson,Prelims2,https://www.ufc.com/event/1201#11335
UFC 303: Pereira vs. Prochazka 2,Andrei Arlovski vs. Martin Buday,Prelims2,https://www.ufc.com/event/1201#11439
UFC 303: Pereira vs. Prochazka 2,Rei Tsuruya vs. Carlos Hernandez,Prelims2,https://www.ufc.com/event/1201#11350
UFC 303: Pereira vs. Prochazka 2,Ricky Simon vs. Vinicius Oliveira,Prelims2,https://www.ufc.com/event/1201#11441
UFC Fight Night: Whittaker vs. Aliskerov,Robert Whittaker vs. Ikram Aliskerov,Main,https://www.ufc.com/event/1200#11449
UFC Fight Night: Whittaker vs. Aliskerov,Sergei Pavlovich vs. Alexander Volkov,Main,https://www.ufc.com/event/1200#11344
UFC Fight Night: Whittaker vs. Aliskerov,Kelvin Gastelum vs. Daniel Rodriguez,Main,https://www.ufc.com/event/1200#11294
UFC Fight Night: Whittaker vs. Aliskerov,Shara Magomedov vs. Antonio Trocoli,Main,https://www.ufc.com/event/1200#11460
UFC Fight Night: Whittaker vs. Aliskerov,Johnny Walker vs. Volkan Oezdemir,Main,https://www.ufc.com/event/1200#11299
UFC Fight Night: Whittaker vs. Aliskerov,Nasrat Haqparast vs. Jared Gordon,Prelims1,https://www.ufc.com/event/1200#11410
UFC Fight Night: Whittaker vs. Aliskerov,Muhammad Naimov vs. Felipe Lima,Prelims1,https://www.ufc.com/event/1200#11459
UFC Fight Night: Whittaker vs. Aliskerov,Rinat Fakhretdinov vs. Nicolas Dalby,Prelims1,https://www.ufc.com/event/1200#11409
UFC Fight Night: Whittaker vs. Aliskerov,Kyung Ho Kang vs. Muin Gafurov,Prelims1,https://www.ufc.com/event/1200#11411
UFC Fight Night: Whittaker vs. Aliskerov,Magomed Gadzhiyasulov vs. Brendson Ribeiro,Prelims1,https://www.ufc.com/event/1200#11406
UFC Fight Night: Whittaker vs. Aliskerov,Xiao Long vs. ChangHo Lee,Prelims1,https://www.ufc.com/event/1200#11413
UFC Fight Night: Perez vs. Taira,Alex Perez vs. Tatsuro Taira,Main,https://www.ufc.com/event/1210#11399
UFC Fight Night: Perez vs. Taira,Douglas Silva de Andrade vs. Miles Johns,Main,https://www.ufc.com/event/1210#11402
UFC Fight Night: Perez vs. Taira,Timmy Cuamba vs. Lucas Almeida,Main,https://www.ufc.com/event/1210#11403
UFC Fight Night: Perez vs. Taira,Brady Hiestand vs. Garrett Armfield,Main,https://www.ufc.com/event/1210#11419
UFC Fight Night: Perez vs. Taira,Asu Almabayev vs. Jose Johnson,Main,https://www.ufc.com/event/1210#11418
UFC Fight Night: Perez vs. Taira,Josh Quinlan vs. Adam Fugitt,Main,https://www.ufc.com/event/1210#11422
UFC Fight Night: Perez vs. Taira,Jimmy Flick vs. Nate Maness,Prelims1,https://www.ufc.com/event/1210#11421
UFC Fight Night: Perez vs. Taira,Carli Judice vs. Gabriella Fernandes,Prelims1,https://www.ufc.com/event/1210#11405
UFC Fight Night: Perez vs. Taira,Jeka Saragih vs. Westin Wilson,Prelims1,https://www.ufc.com/event/1210#11392
UFC Fight Night: Perez vs. Taira,Melquizael Costa vs. Shayilan Nuerdanbieke,Prelims1,https://www.ufc.com/event/1210#11391
UFC Fight Night: Perez vs. Taira,Josefine Knutsson vs. Julia Polastri,Prelims1,https://www.ufc.com/event/1210#11404
UFC Fight Night: Cannonier vs. Imavov,Jared Cannonier vs. Nassourdine Imavov,Main,https://www.ufc.com/event/1207#11393
UFC Fight Night: Cannonier vs. Imavov,Dominick Reyes vs. Dustin Jacoby,Main,https://www.ufc.com/event/1207#11353
UFC Fight Night: Cannonier vs. Imavov,Raul Rosas Jr. vs. Ricky Turcios,Main,https://www.ufc.com/event/1207#11348
UFC Fight Night: Cannonier vs. Imavov,Brunno Ferreira vs. Dustin Stoltzfus,Main,https://www.ufc.com/event/1207#11355
UFC Fight Night: Cannonier vs. Imavov,Julian Marquez vs. Zachary Reese,Main,https://www.ufc.com/event/1207#11358
UFC Fight Night: Cannonier vs. Imavov,Miguel Baeza vs. Punahele Soriano,Main,https://www.ufc.com/event/1207#11351
UFC Fight Night: Cannonier vs. Imavov,Thiago Moises vs. Ludovit Klein,Prelims1,https://www.ufc.com/event/1207#11352
UFC Fight Night: Cannonier vs. Imavov,Charles Radtke vs. Carlos Prates,Prelims1,https://www.ufc.com/event/1207#11354
UFC Fight Night: Cannonier vs. Imavov,Brad Katona vs. Jesse Butler,Prelims1,https://www.ufc.com/event/1207#11336
UFC Fight Night: Cannonier vs. Imavov,Andrea Lee vs. Montana De La Rosa,Prelims1,https://www.ufc.com/event/1207#11359
UFC Fight Night: Cannonier vs. Imavov,John Castaneda vs. Daniel Marcos,Prelims1,https://www.ufc.com/event/1207#11356
UFC Fight Night: Cannonier vs. Imavov,Eduarda Moura vs. Denise Gomes,Prelims1,https://www.ufc.com/event/1207#11357
UFC Fight Night: Cannonier vs. Imavov,Cody Stamann vs. Taylor Lapilus,Prelims1,https://www.ufc.com/event/1207#11345
UFC Fight Night: Cannonier vs. Imavov,Rayanne dos Santos vs. Puja Tomar,Prelims1,https://www.ufc.com/event/1207#11360
UFC 302: Makhachev vs. Poirier,Islam Makhachev vs. Dustin Poirier,Main,https://www.ufc.com/event/1204#11320
UFC 302: Makhachev vs. Poirier,Sean Strickland vs. Paulo Costa,Main,https://www.ufc.com/event/1204#11321
UFC 302: Makhachev vs. Poirier,Kevin Holland vs. Michal Oleksiejczuk,Main,https://www.ufc.com/event/1204#11387
UFC 302: Makhachev vs. Poirier,Niko Price vs. Alex Morono,Main,https://www.ufc.com/event/1204#11400
UFC 302: Makhachev vs. Poirier,Randy Brown vs. Elizeu Zaleski dos Santos,Main,https://www.ufc.com/event/1204#11337
UFC 302: Makhachev vs. Poirier,Cesar Almeida vs. Roman Kopylov,Prelims1,https://www.ufc.com/event/1204#11338
UFC 302: Makhachev vs. Poirier,Jailton Almeida vs. Alexandr Romanov,Prelims1,https://www.ufc.com/event/1204#11341
UFC 302: Makhachev vs. Poirier,Grant Dawson vs. Joe Solecki,Prelims1,https://www.ufc.com/event/1204#11304
UFC 302: Makhachev vs. Poirier,Phil Rowe vs. Jake Matthews,Prelims1,https://www.ufc.com/event/1204#11303
UFC 302: Makhachev vs. Poirier,Mickey Gall vs. Bassil Hafez,Prelims2,https://www.ufc.com/event/1204#11302
UFC 302: Makhachev vs. Poirier,Ailin Perez vs. Joselyne Edwards,Prelims2,https://www.ufc.com/event/1204#11305
UFC 302: Makhachev vs. Poirier,Mitch Raposo vs. Andre Lima,Prelims2,https://www.ufc.com/event/1204#11434
UFC Fight Night: Barboza vs. Murphy,Edson Barboza vs. Lerone Murphy,Main,https://www.ufc.com/event/1203#11297
UFC Fight Night: Barboza vs. Murphy,Khaos Williams vs. Carlston Harris,Main,https://www.ufc.com/event/1203#11323
UFC Fight Night: Barboza vs. Murphy,Themba Gorimbo vs. Ramiz Brahimaj,Main,https://www.ufc.com/event/1203#11327
UFC Fight Night: Barboza vs. Murphy,Adrian Yanez vs. Vinicius Salvador,Main,https://www.ufc.com/event/1203#11325
UFC Fight Night: Barboza vs. Murphy,Luana Pinheiro vs. Angela Hill,Main,https://www.ufc.com/event/1203#11326
UFC Fight Night: Barboza vs. Murphy,Victor Martinez vs. Tom Nolan,Prelims1,https://www.ufc.com/event/1203#11329
UFC Fight Night: Barboza vs. Murphy,Oumar Sy vs. Tuco Tokkos,Prelims1,https://www.ufc.com/event/1203#11389
UFC Fight Night: Barboza vs. Murphy,Tamires Vidal vs. Melissa Gatto,Prelims1,https://www.ufc.com/event/1203#11388
UFC Fight Night: Barboza vs. Murphy,Abus Magomedov vs. Warlley Alves,Prelims1,https://www.ufc.com/event/1203#11328
UFC Fight Night: Barboza vs. Murphy,Piera Rodriguez vs. Ariane Carnelossi,Prelims1,https://www.ufc.com/event/1203#11331
UFC Fight Night: Barboza vs. Murphy, Alatengheili vs. Kleydson Rodrigues,Prelims1,https://www.ufc.com/event/1203#11386
UFC Fight Night: Barboza vs. Murphy,Vanessa Demopoulos vs. Emily Ducote,Prelims1,https://www.ufc.com/event/1203#11332
UFC Fight Night: Lewis vs. Nascimento,Derrick Lewis vs. Rodrigo Nascimento,Main,https://www.ufc.com/event/1199#11296
UFC Fight Night: Lewis vs. Nascimento,Joaquin Buckley vs. Nursulton Ruziboev,Main,https://www.ufc.com/event/1199#11361
UFC Fight Night: Lewis vs. Nascimento,Alonzo Menifield vs. Carlos Ulberg,Main,https://www.ufc.com/event/1199#11310
UFC Fight Night: Lewis vs. Nascimento,Diego Ferreira vs. Mateusz Rebecki,Main,https://www.ufc.com/event/1199#11363
UFC Fight Night: Lewis vs. Nascimento,Alex Caceres vs. Sean Woodson,Main,https://www.ufc.com/event/1199#11317
UFC Fight Night: Lewis vs. Nascimento,Waldo Cortes-Acosta vs. Robelis Despaigne,Main,https://www.ufc.com/event/1199#11306
UFC Fight Night: Lewis vs. Nascimento,Chase Hooper vs. Viacheslav Borshchev,Prelims1,https://www.ufc.com/event/1199#11312
UFC Fight Night: Lewis vs. Nascimento,Terrance McKinney vs. Esteban Ribovics,Prelims1,https://www.ufc.com/event/1199#11311
UFC Fight Night: Lewis vs. Nascimento,Tabatha Ricci vs. Tecia Pennington,Prelims1,https://www.ufc.com/event/1199#11313
UFC Fight Night: Lewis vs. Nascimento,Billy Ray Goff vs. Trey Waters,Prelims1,https://www.ufc.com/event/1199#11314
UFC Fight Night: Lewis vs. Nascimento,Charles Johnson vs. Jake Hadley,Prelims1,https://www.ufc.com/event/1199#11315
UFC Fight Night: Lewis vs. Nascimento,JJ Aldrich vs. Veronica Hardy,Prelims1,https://www.ufc.com/event/1199#11318
UFC 301: Pantoja vs. Erceg,Alexandre Pantoja vs. Steve Erceg,Main,https://www.ufc.com/event/1197#11270
UFC 301: Pantoja vs. Erceg,Jose Aldo vs. Jonathan Martinez,Main,https://www.ufc.com/event/1197#11281
UFC 301: Pantoja vs. Erceg,Anthony Smith vs. Vitor Petrino,Main,https://www.ufc.com/event/1197#11272
UFC 301: Pantoja vs. Erceg,Michel Pereira vs. Ihor Potieria,Main,https://www.ufc.com/event/1197#11343
UFC 301: Pantoja vs. Erceg,Paul Craig vs. Caio Borralho,Main,https://www.ufc.com/event/1197#11274
UFC 301: Pantoja vs. Erceg,Jack Shore vs. Joanderson Brito,Prelims1,https://www.ufc.com/event/1197#11273
UFC 301: Pantoja vs. Erceg,Karolina Kowalkiewicz vs. Iasmin Lucindo,Prelims1,https://www.ufc.com/event/1197#11275
UFC 301: Pantoja vs. Erceg,Elves Brener vs. Myktybek Orolbai,Prelims1,https://www.ufc.com/event/1197#11278
UFC 301: Pantoja vs. Erceg,Joaquim Silva vs. Drakkar Klose,Prelims1,https://www.ufc.com/event/1197#11276
UFC 301: Pantoja vs. Erceg,Mauricio Ruffy vs. Jamie Mullarkey,Prelims2,https://www.ufc.com/event/1197#11291
UFC 301: Pantoja vs. Erceg,Dione Barbosa vs. Ernesta Kareckaite,Prelims2,https://www.ufc.com/event/1197#11280
UFC 301: Pantoja vs. Erceg,Ismael Bonfim vs. Vinc Pichel,Prelims2,https://www.ufc.com/event/1197#11292
UFC 301: Pantoja vs. Erceg,Alessandro Costa vs. Kevin Borjas,Prelims2,https://www.ufc.com/event/1197#11279
UFC Fight Night: Nicolau vs. Perez,Matheus Nicolau vs. Alex Perez,Main,https://www.ufc.com/event/1198#11307
UFC Fight Night: Nicolau vs. Perez,Ryan Spann vs. Bogdan Guskov,Main,https://www.ufc.com/event/1198#11282
UFC Fight Night: Nicolau vs. Perez,Ariane da Silva vs. Karine Silva,Main,https://www.ufc.com/event/1198#11289
UFC Fight Night: Nicolau vs. Perez,Austen Lane vs. Jhonata Diniz,Main,https://www.ufc.com/event/1198#11288
UFC Fight Night: Nicolau vs. Perez,Jonathan Pearce vs. David Onama,Main,https://www.ufc.com/event/1198#11333
UFC Fight Night: Nicolau vs. Perez,Tim Means vs. Uros Medic,Main,https://www.ufc.com/event/1198#11284
UFC Fight Night: Nicolau vs. Perez,Rani Yahya vs. Victor Henry,Prelims1,https://www.ufc.com/event/1198#11265
UFC Fight Night: Nicolau vs. Perez,Austin Hubbard vs. Michal Figlak,Prelims1,https://www.ufc.com/event/1198#11290
UFC Fight Night: Nicolau vs. Perez,Don'Tale Mayes vs. Caio Machado,Prelims1,https://www.ufc.com/event/1198#11285
UFC Fight Night: Nicolau vs. Perez,Marnic Mann vs. Ketlen Souza,Prelims1,https://www.ufc.com/event/1198#11286
UFC Fight Night: Nicolau vs. Perez,James Llontop vs. Chris Padilla,Prelims1,https://www.ufc.com/event/1198#11342
UFC Fight Night: Nicolau vs. Perez,Ivana Petrovic vs. Liang Na,Prelims1,https://www.ufc.com/event/1198#11256
UFC Fight Night: Nicolau vs. Perez,Gabriel Benitez vs.  Maheshate,Prelims1,https://www.ufc.com/event/1198#11246
UFC 300: Pereira vs. Hill,Alex Pereira vs. Jamahal Hill,Main,https://www.ufc.com/event/1192#11234
UFC 300: Pereira vs. Hill,Zhang Weili vs. Yan Xiaonan,Main,https://www.ufc.com/event/1192#11160
UFC 300: Pereira vs. Hill,Justin Gaethje vs. Max Holloway,Main,https://www.ufc.com/event/1192#11169
UFC 300: Pereira vs. Hill,Charles Oliveira vs. Arman Tsarukyan,Main,https://www.ufc.com/event/1192#11144
UFC 300: Pereira vs. Hill,Bo Nickal vs. Cody Brundage,Main,https://www.ufc.com/event/1192#11133
UFC 300: Pereira vs. Hill,Jiri Prochazka vs. Aleksandar Rakic,Prelims1,https://www.ufc.com/event/1192#11131
UFC 300: Pereira vs. Hill,Calvin Kattar vs. Aljamain Sterling,Prelims1,https://www.ufc.com/event/1192#11132
UFC 300: Pereira vs. Hill,Holly Holm vs. Kayla Harrison,Prelims1,https://www.ufc.com/event/1192#11206
UFC 300: Pereira vs. Hill,Sodiq Yusuff vs. Diego Lopes,Prelims1,https://www.ufc.com/event/1192#11207
